Unnamed: 0,mid,uid,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,转发数量,评论数量,点赞数量,展示内容_情感分析,全部内容_情感分析
254,4924417942229414,7430934767,-Daisssy,https://weibo.com/7430934767,2023年07月17日 09:09,iPhone客户端,##这个夏天多少得有点学生气##福州大学#​,,0,0,13,"{'愤怒': 0.9372636675834656, '惊讶': 0.8843743205070496, '中性': 0.09580710530281067, '恐惧': 0.011476431041955948, '厌恶': 0.004870554897934198, '喜悦': 0.002632194897159934, '悲伤': 0.001983861904591322}",{'error': '文本为空'}
255,4923098442239474,6020539936,鬼火果果会画画,https://weibo.com/6020539936,2023年07月13日 17:46,iPad Pro,#福州大学#我暑假本来有很多计划现在被打乱了，请你延迟开学把我的暑假补给我​,,0,2,10,"{'惊讶': 0.805223822593689, '愤怒': 0.44173625111579895, '中性': 0.3171563446521759, '悲伤': 0.2437969148159027, '恐惧': 0.10801656544208527, '厌恶': 0.023489849641919136, '喜悦': 0.005638608243316412}",{'error': '文本为空'}
256,4922225608361049,5405544435,小刘爱吃鱼nie,https://weibo.com/5405544435,2023年07月11日 07:58,vivo手机,你真死了军训还天天停水#福州大学#福州·福州大学铜盘校区​,,0,2,3,"{'悲伤': 0.9799135327339172, '愤怒': 0.9414238929748535, '惊讶': 0.9271856546401978, '恐惧': 0.8067498207092285, '中性': 0.671031653881073, '厌恶': 0.6320246458053589, '喜悦': 0.012750281020998955}",{'error': '文本为空'}
257,4918820290691799,5209003899,Jakho·,https://weibo.com/5209003899,2023-07-06 17:20,iPhone客户端,上岸啦#福州大学#​,,2,66,198,"{'惊讶': 0.9296255707740784, '悲伤': 0.8078780770301819, '中性': 0.787921130657196, '喜悦': 0.7864821553230286, '愤怒': 0.7300646901130676, '恐惧': 0.37212935090065, '厌恶': 0.15674974024295807}",{'error': '文本为空'}
258,4919749215523555,7513268052,王道计算机考研教育,https://weibo.com/7513268052,2023年07月04日 11:58,微博视频号,【双非跨考211，一战上岸福大AI！】23计算机考研经验帖新鲜出炉啦~今天这位学长本科双非信管专业，专业第一，成功跨考福州大学人工智能专业！一起来看看他的备考经历吧！#23考研##计算机考研##上岸##考研经验##福州大学##人工智能##跨考#王道计算机考研教育的微博视频​,,2,0,5,"{'惊讶': 0.7181936502456665, '喜悦': 0.038106225430965424, '中性': 0.007799223996698856, '愤怒': 0.0009671483421698213, '厌恶': 0.0006514171254821122, '悲伤': 0.0004907339462079108, '恐惧': 0.00032625949825160205}",{'error': '文本为空'}
259,4919672962811544,3880574186,土澳大叔留学,https://weibo.com/3880574186,2023年07月04日 06:55,留学免费申iPhone 13 Pro,您好，我想咨询一下明年2月、7月#悉尼大学#和新南的研究生申请。#福州大学#本科毕业国际经济与贸易专业（211）本科，意向专业：悉尼大学MOC、国际商务（如果可以减免到一年的话）；新南金融、MOC；暂无语言成绩好滴私信帮你规划澳洲🇦🇺留学方案👌#澳洲留学##研究生#​,,0,0,1,"{'惊讶': 0.2581653296947479, '喜悦': 0.2512807250022888, '中性': 0.037151649594306946, '愤怒': 0.00032810584525577724, '悲伤': 0.0002908238675445318, '厌恶': 0.0002601193555165082, '恐惧': 0.00021574161655735224}",{'error': '文本为空'}
260,4918015302570448,5385166430,Telorypca-,https://weibo.com/5385166430,2023-07-03 13:27,iQOO Neo5 生而为赢,一封等了很久的来信#福州大学##录取通知书#​,,0,67,128,"{'惊讶': 0.793131947517395, '中性': 0.3929314613342285, '愤怒': 0.23855675756931305, '悲伤': 0.22417111694812775, '恐惧': 0.13143374025821686, '喜悦': 0.053055182099342346, '厌恶': 0.020110756158828735}",{'error': '文本为空'}
261,4919131445134022,5245094563,我一定会好好吃饭_nut,https://weibo.com/5245094563,2023年07月02日 19:03,川川的iPhone客户端,耶😀#福州大学##录取通知书##研究生录取通知书#易烊千玺超话聊城​,,0,8,12,"{'惊讶': 0.8685531616210938, '中性': 0.28331947326660156, '愤怒': 0.10142116993665695, '喜悦': 0.047280777245759964, '悲伤': 0.04397907480597496, '恐惧': 0.019209228456020355, '厌恶': 0.015487635508179665}",{'error': '文本为空'}
262,4918047321623377,1265518314,永平法硕李志勇学长,https://weibo.com/1265518314,2023年06月29日 19:15,微博网页版,2022年法律竞赛高光时刻：1、#中国政法大学#，在ICC国际赛中勇夺世界亚军，刷新了中国大陆高校最好成绩。2、#中南财经政法大学#勇夺理律杯亚军和Jessup中国赛区季军。3、#西南政法大学#，斩获“国浩杯”全国大学生模拟法庭竞赛、“信实杯”全国大学生模拟法庭辩论赛和中国WTO模拟法庭竞赛三项赛事的​展开,2022年法律竞赛高光时刻：1、#中国政法大学#，在ICC国际赛中勇夺世界亚军，刷新了中国大陆高校最好成绩。2、#中南财经政法大学#勇夺理律杯亚军和Jessup中国赛区季军。3、#西南政法大学#，斩获“国浩杯”全国大学生模拟法庭竞赛、“信实杯”全国大学生模拟法庭辩论赛和中国WTO模拟法庭竞赛三项赛事的最高成绩。4、#南京大学#，在“理律杯”40支参赛队中脱颖而出，最终问鼎全国冠军。5、#北京大学#，拿下贸仲杯和国际人道法模拟法庭两项冠军。#北京大学国际法学院#（STL），作为独立队伍参赛也多次取得不凡成绩。6、#上海交通大学#以总积分全国第一夺得了2022年Jessup中国赛区的亚军。7、#汕头大学#，一路过关斩将，最终将2022年Jessup中国赛区全国冠军及团体一等奖收入囊中。8、#福州大学#，在堪称“神仙打架”的理律杯竞赛中获得了全国季军的好成绩。,4,0,5,"{'惊讶': 0.7130895256996155, '喜悦': 0.643706738948822, '中性': 0.0033039762638509274, '愤怒': 0.00043323732097633183, '厌恶': 0.00026587763568386436, '恐惧': 0.00026433393941260874, '悲伤': 0.0001397156884195283}","{'惊讶': 0.49664542078971863, '喜悦': 0.17991499602794647, '中性': 0.030555546283721924, '愤怒': 0.0028607973363250494, '恐惧': 0.002151273190975189, '厌恶': 0.0013701858697459102, '悲伤': 0.0007498667691834271}"
263,4918001541582908,6029248458,Marathonpro,https://weibo.com/6029248458,2023年06月29日 16:13,nova4自拍极点全面屏,福袋录取通知书到啦上岸不是结局，是新的开始呐～福州大学考研超话#福州大学##考研#​,,0,7,1,"{'惊讶': 0.9781932234764099, '中性': 0.6097481846809387, '喜悦': 0.20432442426681519, '愤怒': 0.020610015839338303, '厌恶': 0.006151073146611452, '悲伤': 0.002426690189167857, '恐惧': 0.0015598665922880173}",{'error': '文本为空'}
264,4917615296777357,1639738197,如梦令Alice,https://weibo.com/1639738197,2023年06月28日 14:38,vivo X80,我今天有什么不一样嘛～#校园生活##福州大学##大学生活#福州·福州大学(旗山校区)经济与管理学院​,,1,11,21,"{'惊讶': 0.7054791450500488, '中性': 0.12788863480091095, '喜悦': 0.03958624601364136, '愤怒': 0.00784863531589508, '悲伤': 0.0034854875411838293, '恐惧': 0.0030703172087669373, '厌恶': 0.00032554464996792376}",{'error': '文本为空'}
265,4917184621184356,6871884934,人生指蓝,https://weibo.com/6871884934,2023年06月27日 10:07,iPhone客户端,拍啊拍调研也不忘记拍地点：左海公园，去的路上#早餐##福州大学##每日一图#​,,0,1,5,"{'惊讶': 0.7235578298568726, '中性': 0.20950749516487122, '喜悦': 0.005638649687170982, '厌恶': 0.0005883296253159642, '恐惧': 0.0003026655758731067, '愤怒': 0.0002486136509105563, '悲伤': 0.00016403358313255012}",{'error': '文本为空'}
266,4916545287359004,2085288910,福州大学建筑学院团委学生会,https://weibo.com/2085288910,2023年06月25日 15:46,iPhone客户端,#防范非法集资##福建##福州大学#,,3,0,1,"{'惊讶': 0.5525797009468079, '中性': 0.10583995282649994, '厌恶': 0.018394209444522858, '恐惧': 0.015879034996032715, '愤怒': 0.011337997391819954, '悲伤': 0.005580380093306303, '喜悦': 0.002364896470680833}",{'error': '文本为空'}
267,4916491932142440,7615642915,福建高校表白君,https://weibo.com/7615642915,2023年06月25日 12:14,OPPO随光而变R17,我是福州大学准研究生，男，净身高181，体重164，业余爱好喜欢健身，唱歌和游戏。个人声音很磁性，唱歌非常好听，经常被人说是播音主持。期望在研究生期间遇见一位身高165➕，乐观开朗、爱笑的女孩子。（最好是同校，两人一起进步）外在偏好皮肤白以及身材好的女孩子。乐于与你一起谋划未来。谢谢。​展开,我是福州大学准研究生，男，净身高181，体重164，业余爱好喜欢健身，唱歌和游戏。个人声音很磁性，唱歌非常好听，经常被人说是播音主持。期望在研究生期间遇见一位身高165➕，乐观开朗、爱笑的女孩子。（最好是同校，两人一起进步）外在偏好皮肤白以及身材好的女孩子。乐于与你一起谋划未来。谢谢。#福建高校##福州大学##福州#,0,0,0,"{'惊讶': 0.7980295419692993, '喜悦': 0.7151990532875061, '中性': 0.05217111483216286, '厌恶': 0.0002255667350254953, '悲伤': 0.00021621039195451885, '恐惧': 0.0002140505675924942, '愤怒': 0.00018947447824757546}","{'喜悦': 0.8872401714324951, '惊讶': 0.8774991631507874, '中性': 0.13668355345726013, '厌恶': 0.00019487610552459955, '悲伤': 0.0001902687072288245, '恐惧': 0.00018884929886553437, '愤怒': 0.00015837505634408444}"
268,4916438455026454,6378358891,NicholasEach,https://weibo.com/6378358891,2023年06月25日 08:42,微博轻享版,#福州大学#想知道丁香园门口的瓷砖归谁管呀？能不能修补一下今天路过这里狠狠的被崴了一下，提醒同学们路过这里注意一点​,,0,2,4,"{'愤怒': 0.9369555115699768, '惊讶': 0.9074711203575134, '悲伤': 0.3538524806499481, '厌恶': 0.25459375977516174, '恐惧': 0.16823993623256683, '中性': 0.001960148336365819, '喜悦': 0.0006919566658325493}",{'error': '文本为空'}
269,4913422313194761,6285378380,零桐梓OO,https://weibo.com/6285378380,2023年06月17日 00:57,iPhone客户端,#福州大学#军训还有反转的可能吗孩子真的好想早点回家​,,0,1,6,"{'惊讶': 0.7688530683517456, '中性': 0.13344794511795044, '恐惧': 0.06919728964567184, '愤怒': 0.006669411435723305, '悲伤': 0.004767235368490219, '厌恶': 0.0021401175763458014, '喜悦': 0.0011155845131725073}",{'error': '文本为空'}
270,4912596001492400,5702435726,aurora_anti,https://weibo.com/5702435726,2023-06-15 18:06,vivo X80 Pro,#福州大学军训#sbsbsbsbsbsbsbsbsbbsbsbssbbsbsbsbsbsbsbsbsbsbsbsbsbsbsbsbsbs不想多说🙃🙃🙃🙃🙃#福州大学#​,,0,0,21,"{'惊讶': 0.6801339387893677, '厌恶': 0.12634366750717163, '中性': 0.05520780012011528, '恐惧': 0.013580470345914364, '愤怒': 0.00901335570961237, '喜悦': 0.005499745719134808, '悲伤': 0.0037399211432784796}",{'error': '文本为空'}
271,4912515215528009,5880820494,Hhyo_49,https://weibo.com/5880820494,2023-06-15 12:06,iPhone客户端,#福州大学#占用学生暑假时间是特别好的招生简章​,,0,8,52,"{'惊讶': 0.8927621245384216, '中性': 0.3707544803619385, '喜悦': 0.3167550265789032, '愤怒': 0.003517935983836651, '恐惧': 0.002127743558958173, '厌恶': 0.0010328846983611584, '悲伤': 0.0006873012753203511}",{'error': '文本为空'}
272,4912528007889484,7743050889,镜中瞬,https://weibo.com/7743050889,2023-06-15 01:02,荣耀畅玩20,一个是星期一发的一个是星期三发的#福州大学军训##福州大学#@福州大学朝令夕改的游戏好玩吗？​,,2,4,54,"{'惊讶': 0.8700248003005981, '中性': 0.4542086124420166, '喜悦': 0.019928589463233948, '愤怒': 0.0007446689414791763, '恐惧': 0.0006446646875701845, '厌恶': 0.0005072839558124542, '悲伤': 0.0005030308966524899}",{'error': '文本为空'}
273,4912603350959410,6042379049,杨桃味芝芝摇摇奶昔,https://weibo.com/6042379049,2023-06-15 00:19,iPhone客户端,昨天还因为xxw和rq的瓜兴奋的睡不着ok今天直接给我来个暑假军训的消息#福州大学#​,,0,0,17,"{'惊讶': 0.9895077347755432, '喜悦': 0.9704276919364929, '中性': 0.4857761263847351, '愤怒': 0.30750343203544617, '恐惧': 0.03816892206668854, '厌恶': 0.005949965212494135, '悲伤': 0.0016172138275578618}",{'error': '文本为空'}
274,4912659689114559,7775166908,拾起碎花,https://weibo.com/7775166908,2023年06月14日 22:26,iQOO 9 未来电竞旗舰,#福州大学#下辈子狗都不来，真把学生当特种兵呢​,,0,0,23,"{'惊讶': 0.9628679156303406, '厌恶': 0.9522851705551147, '愤怒': 0.9051287770271301, '恐惧': 0.7791160941123962, '悲伤': 0.6080641746520996, '中性': 0.5347095131874084, '喜悦': 0.0627235546708107}",{'error': '文本为空'}
275,4912520903525090,7399302906,低筋比格犬,https://weibo.com/7399302906,2023-06-14 18:38,华为畅享20 Pro,#福州大学军训##福州大学#福州专科你让我感到恶心​,,2,1,57,"{'厌恶': 0.9946590065956116, '愤怒': 0.9851226806640625, '恐惧': 0.7013800144195557, '悲伤': 0.6397695541381836, '中性': 0.0036856643855571747, '惊讶': 0.00269573787227273, '喜悦': 0.0002170394582208246}",{'error': '文本为空'}
276,4912516586541570,6020539936,鬼火果果会画画,https://weibo.com/6020539936,2023-06-14 17:57,vivo S17 Pro,#福州大学#轻则死亡重则尸变​,,0,0,23,"{'惊讶': 0.8077617287635803, '悲伤': 0.7448554635047913, '厌恶': 0.13896027207374573, '愤怒': 0.09367375075817108, '恐惧': 0.06897757202386856, '中性': 0.06258479505777359, '喜悦': 0.0004780001472681761}",{'error': '文本为空'}
277,4912566298741035,6274869062,华不完根本华不完,https://weibo.com/6274869062,2023年06月14日 16:15,vivo X80,#福州大学#求求来个反转​,,0,0,4,"{'惊讶': 0.9097396731376648, '悲伤': 0.6713218688964844, '愤怒': 0.45122379064559937, '中性': 0.35841867327690125, '恐惧': 0.14968571066856384, '厌恶': 0.02744227647781372, '喜悦': 0.005102530121803284}",{'error': '文本为空'}
278,4912564486279557,6042379049,杨桃味芝芝摇摇奶昔,https://weibo.com/6042379049,2023年06月14日 16:08,iPhone客户端,#福州大学#你猜为什么要放暑假​,,0,0,5,"{'惊讶': 0.895020604133606, '中性': 0.20403917133808136, '恐惧': 0.008005528710782528, '愤怒': 0.0070372456684708595, '喜悦': 0.004736751317977905, '悲伤': 0.003637892659753561, '厌恶': 0.0014477254590019584}",{'error': '文本为空'}
279,4912544077054173,6285378380,零桐梓OO,https://weibo.com/6285378380,2023-06-14 15:33,iPhone客户端,#福州大学#有什么方法可以免训吗这个学校一天也待不下去了把我们当猴玩吗机票买了现在说改时间军训赔钱啊#福州大学#​,,0,3,22,"{'愤怒': 0.9370693564414978, '惊讶': 0.9084370136260986, '厌恶': 0.6123163104057312, '恐惧': 0.5539717078208923, '悲伤': 0.38083890080451965, '中性': 0.20085272192955017, '喜悦': 0.0016872577834874392}",{'error': '文本为空'}
280,4912518298342179,7743050889,镜中瞬,https://weibo.com/7743050889,2023-06-14 14:56,荣耀畅玩20,#福州大学##福州大学军训#你有本事朝令夕改，有本事承担学生的经济损失吗？​,,0,0,19,"{'惊讶': 0.8461024761199951, '中性': 0.3676517903804779, '悲伤': 0.006981481797993183, '喜悦': 0.003592564957216382, '愤怒': 0.003437326056882739, '恐惧': 0.0019418543670326471, '厌恶': 0.0013633869821205735}",{'error': '文本为空'}
281,4912539387822983,7562823762,几口海苔苔,https://weibo.com/7562823762,2023年06月14日 14:28,iPhone客户端,#福州大学军训##福州大学##高温天气#福州·福州大学​,,0,0,16,"{'惊讶': 0.8235279321670532, '中性': 0.14072716236114502, '喜悦': 0.01116079743951559, '厌恶': 0.0015706733101978898, '愤怒': 0.0010939273051917553, '恐惧': 0.0010684974258765578, '悲伤': 0.0009288845467381179}",{'error': '文本为空'}
282,4912517131799673,5759154783,布谷鸟说不咕,https://weibo.com/5759154783,2023-06-14 14:20,微博轻享版,#福州大学#福州大学，你现在是真的死了一定要注意自己的言行举止你不知道有多少眼睛盯着你看着你出错我知道你是很真性情的学校也希望你能保持这份直率但你更要严格要求自己谨言慎行起到尸体的表率作用这样才能更好似​,,0,3,30,"{'中性': 0.6778019666671753, '惊讶': 0.4191378653049469, '悲伤': 0.3502785563468933, '恐惧': 0.07559147477149963, '愤怒': 0.008724675513803959, '厌恶': 0.004196313209831715, '喜悦': 0.0006108471425250173}",{'error': '文本为空'}
283,4912519627412000,5880820494,Hhyo_49,https://weibo.com/5880820494,2023-06-14 14:16,iPhone客户端,#福州大学#谁提议谁同意谁军训​,,1,1,25,"{'惊讶': 0.9121654033660889, '中性': 0.6725858449935913, '愤怒': 0.2590554356575012, '喜悦': 0.10953967273235321, '悲伤': 0.042694155126810074, '恐惧': 0.03266075253486633, '厌恶': 0.002999825868755579}",{'error': '文本为空'}
284,4912517609947708,6600497164,我不爱吃饭啦啦啦,https://weibo.com/6600497164,2023-06-14 14:09,iPhone客户端,#福州大学#666啊每次都拿放假耍学生​,,0,0,15,"{'愤怒': 0.9221338033676147, '惊讶': 0.9096646904945374, '恐惧': 0.6040271520614624, '厌恶': 0.4616053104400635, '悲伤': 0.10435474663972855, '中性': 0.031480081379413605, '喜悦': 0.019185425713658333}",{'error': '文本为空'}
285,4912528410806499,6091117200,0午夜伤感大蟑螂0,https://weibo.com/6091117200,2023年06月14日 13:45,iPhone客户端,#福州大学#小烧学，是不是半年没骂你了浑身发痒？没关系爸爸这就用大举报嘲烂你​,,0,0,8,"{'惊讶': 0.8207225799560547, '愤怒': 0.7889276146888733, '厌恶': 0.7669667601585388, '恐惧': 0.41525012254714966, '悲伤': 0.13652658462524414, '中性': 0.018693704158067703, '喜悦': 0.0006259149522520602}",{'error': '文本为空'}
286,4912517090642272,6020539936,鬼火果果会画画,https://weibo.com/6020539936,2023-06-14 13:42,vivo S17 Pro,#福州大学#每一次都是学生被动妥协你们的恶心安排。。。每一次都是。。。我就想问贵校决策到底有没有一点点能为学生考虑的​,,0,0,29,"{'愤怒': 0.9888890981674194, '厌恶': 0.9670141935348511, '惊讶': 0.874072790145874, '悲伤': 0.3616333603858948, '恐惧': 0.3204067349433899, '中性': 0.009700646623969078, '喜悦': 0.0004327373462729156}",{'error': '文本为空'}
287,4912520094026449,5625219515,前夫坟前挑大粪,https://weibo.com/5625219515,2023-06-14 13:40,Redmi K50,#福州大学#我愿称之为唯一一款可以跟猿神相媲美的游戏​,,1,2,19,"{'惊讶': 0.8514912128448486, '恐惧': 0.4195629954338074, '愤怒': 0.043843358755111694, '中性': 0.029275696724653244, '喜悦': 0.01438111811876297, '悲伤': 0.0028043712954968214, '厌恶': 0.0017920039827004075}",{'error': '文本为空'}
288,4912515802728777,5984232246,7nel_,https://weibo.com/5984232246,2023-06-14 13:23,iPhone客户端,福大你好样的，本来放假就晚又提前开学，你还搞个军训暑假就一个月，真的6#福州大学#​,,2,1,67,"{'喜悦': 0.9490885734558105, '惊讶': 0.9442721009254456, '中性': 0.5847958922386169, '愤怒': 0.45721933245658875, '恐惧': 0.09628528356552124, '厌恶': 0.012723631225526333, '悲伤': 0.012489896267652512}",{'error': '文本为空'}
289,4912519880116268,6235832072,温悦infinity,https://weibo.com/6235832072,2023年06月14日 13:11,OPPO Find X3,#福州大学##福州生活#,,0,0,12,"{'惊讶': 0.8004841208457947, '中性': 0.430597722530365, '喜悦': 0.1152622252702713, '愤怒': 0.06918688863515854, '恐惧': 0.02691255696117878, '悲伤': 0.012449382804334164, '厌恶': 0.005596159026026726}",{'error': '文本为空'}
290,4911522435830673,6579078549,是篮球呀i,https://weibo.com/6579078549,2023年06月11日 19:07,福州大学超话,福友阁的荷花儿开了龙舟上的朋友和我打招呼，谢谢，哈哈哈福州大学超话#福州大学#福州·福州大学​,,0,1,16,"{'喜悦': 0.9966256022453308, '惊讶': 0.9832631945610046, '中性': 0.443646103143692, '恐惧': 0.0006561694317497313, '厌恶': 0.0006094580166973174, '愤怒': 0.0004419820907060057, '悲伤': 0.0001905001699924469}",{'error': '文本为空'}
291,4911148585189399,7298701118,虾米在拍照,https://weibo.com/7298701118,2023年06月10日 18:22,福州约拍超话,《毕业季》|📸：@虾米在拍照“我们的征途是星辰大海”宁德约拍超话福州约拍超话#毕业照##福州大学##毕业写真#​,,0,1,2,"{'惊讶': 0.8673072457313538, '喜悦': 0.5809639692306519, '中性': 0.2112102210521698, '愤怒': 0.0028849514201283455, '厌恶': 0.0008728395332582295, '恐惧': 0.0007322413148358464, '悲伤': 0.0006252442253753543}",{'error': '文本为空'}
292,4908642908243969,1639738197,如梦令Alice,https://weibo.com/1639738197,2023年06月03日 20:25,vivo X80,"来人文学院领了个奖这次过后真的就和剧组的每一个人说再见啦很感谢这段特殊又珍贵的经历祝愿我们每一个人今后拥有无限美好的未来！#感谢经历##福州大学##无论如何,感谢经历##美好祝愿#福州·福州大学​",,0,0,6,"{'喜悦': 0.9601907134056091, '惊讶': 0.9219881892204285, '中性': 0.15313942730426788, '悲伤': 0.0004078003694303334, '厌恶': 0.0003589038096833974, '恐惧': 0.00028706868761219084, '愤怒': 0.00024597105220891535}",{'error': '文本为空'}
293,4905743137901373,7397298810,ChemLRQ123,https://weibo.com/7397298810,2023年05月26日 20:22,微博视频号,高考超话#高考加油##福州大学#高考和《梦返》更配哦又是一年招生季，欢迎大家报考福州大学闽台合作项目泉州·福州大学晋江校区ChemLRQ123的微博视频​,,1,4,2,"{'惊讶': 0.5519801378250122, '喜悦': 0.042700160294771194, '中性': 0.033294495195150375, '恐惧': 0.000542668451089412, '愤怒': 0.0004046010144520551, '厌恶': 0.00037300458643585443, '悲伤': 0.00031425757333636284}",{'error': '文本为空'}
294,4905624171188679,1030100110,星星吹进风里,https://weibo.com/1030100110,2023年05月26日 12:30,iPhone客户端,福州大学你最好是知道暑假为什么叫暑假#福州大学#福州·福州大学铜盘校区​,,0,1,9,"{'惊讶': 0.6422404646873474, '中性': 0.2639910876750946, '喜悦': 0.005593923851847649, '恐惧': 0.0015686395345255733, '愤怒': 0.0010054891463369131, '厌恶': 0.0009140956681221724, '悲伤': 0.0005300031625665724}",{'error': '文本为空'}
295,4904531714114913,5717675588,-李梨梨,https://weibo.com/5717675588,2023年05月23日 12:09,iPhone客户端,视觉传达设计的展览发不完发不完！再接一条，拍了好多！！啊啊啊啊#视觉传达设计毕业设计##福州大学#厦门·福州大学厦门工艺美术学院​,,1,2,5,"{'惊讶': 0.9372380375862122, '愤怒': 0.6481263041496277, '喜悦': 0.050064146518707275, '中性': 0.028934037312865257, '厌恶': 0.0031593814492225647, '恐惧': 0.0018290512962266803, '悲伤': 0.001763865235261619}",{'error': '文本为空'}
296,4904530858740068,5717675588,-李梨梨,https://weibo.com/5717675588,2023年05月23日 12:05,iPhone客户端,去看福大视觉传达的展览，有几个真的好看！一整个被惊艳到了（一条微博放不下，下条接上！）#视觉传达##福州大学##毕业展览#厦门·福州大学厦门工艺美术学院​,,0,1,1,"{'惊讶': 0.998593807220459, '喜悦': 0.9905030727386475, '中性': 0.0012085592607036233, '愤怒': 0.0002629518276080489, '恐惧': 0.0001860776828834787, '厌恶': 0.00014360647764988244, '悲伤': 0.00011359858035575598}",{'error': '文本为空'}
297,4904185135104470,5717675588,-李梨梨,https://weibo.com/5717675588,2023年05月22日 13:11,iPhone客户端,今年的国画系毕业展览来啦！！真的好好看啊啊啊#福州大学##毕业展览##带你看展览#厦门·福州大学厦门工艺美术学院​,,0,0,2,"{'惊讶': 0.8074122071266174, '喜悦': 0.6559081077575684, '中性': 0.02954966388642788, '愤怒': 0.002282231580466032, '悲伤': 0.0008046284783631563, '恐惧': 0.0007803388871252537, '厌恶': 0.0003126869851257652}",{'error': '文本为空'}
298,4902025882240452,5717675588,-李梨梨,https://weibo.com/5717675588,2023年05月16日 14:11,iPhone客户端,福大树莓系大三的社会实践作品展览，有几个真的很不错👍#社会实践##福州大学##带你看展览#厦门·福州大学厦门工艺美术学院​,,0,1,1,"{'惊讶': 0.9901905655860901, '喜悦': 0.15456470847129822, '中性': 0.01397734321653843, '愤怒': 0.00021282577654346824, '恐惧': 0.00017616109107621014, '悲伤': 0.0001517642813269049, '厌恶': 0.00014777874457649887}",{'error': '文本为空'}
299,4900671968513042,7567261094,诺客财富,https://weibo.com/7567261094,2023年05月12日 20:31,iPhone客户端,5月10日，第十届ASC世界大学生超级计算机竞赛总决赛在中国科学技术大学落下帷幕。经历了持续五天的激烈角逐，在福州大学廖祥文教授和吴运兵副教授的悉心指导下，教练助理苏艺淞的帮助下，由计算机与大数据学院陈少峰、柯婧、姜前辰、张清宇、林卢希等本科生组成的福州大学超算代表队荣获总决赛一等奖，​展开,5月10日，第十届ASC世界大学生超级计算机竞赛总决赛在中国科学技术大学落下帷幕。经历了持续五天的激烈角逐，在福州大学廖祥文教授和吴运兵副教授的悉心指导下，教练助理苏艺淞的帮助下，由计算机与大数据学院陈少峰、柯婧、姜前辰、张清宇、林卢希等本科生组成的福州大学超算代表队荣获总决赛一等奖，这也是福州大学超算代表队自2018年以来连续第四次获得世界大学生超算总决赛一等奖，取得了历史性突破。#中国大学生计算机设计大赛#福州大学超话#福州大学#（信息来源：福州大学微信公众号）,0,2,1,"{'惊讶': 0.5679064393043518, '喜悦': 0.4147149324417114, '愤怒': 0.027701856568455696, '中性': 0.0031957123428583145, '恐惧': 0.0006535923457704484, '悲伤': 0.0006074127159081399, '厌恶': 0.0005193001707084477}","{'惊讶': 0.7859455347061157, '喜悦': 0.27091097831726074, '中性': 0.008117469027638435, '愤怒': 0.00492149218916893, '厌恶': 0.0005669110105372965, '恐惧': 0.00046027929056435823, '悲伤': 0.0003475466219242662}"
300,4895478477755093,7615642915,福建高校表白君,https://weibo.com/7615642915,2023年04月28日 12:34,福建高校表白君超话,"#脱单#墙，帮忙发个贴，99年福大研究生研一在读，福州人，180+，性格开朗阳光，喜欢乒乓球，篮球、出去旅行以及打卡美食餐厅；无抽烟喝酒习惯，社交圈子小,异性少；希望女孩在福州，同是在读的最好，身高160+，谢谢。#福建高校#福建高校表白君超话#福州##福州大学##在校大学生最好的状态#​展开","#脱单#墙，帮忙发个贴，99年福大研究生研一在读，福州人，180+，性格开朗阳光，喜欢乒乓球，篮球、出去旅行以及打卡美食餐厅；无抽烟喝酒习惯，社交圈子小,异性少；希望女孩在福州，同是在读的最好，身高160+，谢谢。#福建高校#福建高校表白君超话#福州##福州大学##在校大学生最好的状态#福州·福州大学",0,2,0,"{'惊讶': 0.7441917657852173, '喜悦': 0.2561136782169342, '中性': 0.11669149994850159, '厌恶': 0.00023473970941267908, '愤怒': 0.00017326082161162049, '悲伤': 0.0001580441603437066, '恐惧': 0.00014553240907844156}","{'惊讶': 0.8088732361793518, '喜悦': 0.5382499694824219, '中性': 0.27584007382392883, '厌恶': 0.00023523594427388161, '愤怒': 0.00016150796727743, '悲伤': 0.00015633588191121817, '恐惧': 0.0001446518290322274}"
301,4893405987210727,6991567276,知行音乐考研,https://weibo.com/6991567276,2023年04月22日 19:19,知行音乐考研超话,知行音乐考研超话23音乐考研｜知行陈同学｜福州大学上岸经验贴💐考研：只要下定了决心，就要全力以赴‼️是一场孤独的奋战，也是一场沉默的狂欢🔥#福州大学#​,,0,0,0,"{'惊讶': 0.8960264325141907, '喜悦': 0.13153941929340363, '中性': 0.010913041420280933, '愤怒': 0.008432626724243164, '恐惧': 0.001962680835276842, '厌恶': 0.0013648325111716986, '悲伤': 0.0009238837519660592}",{'error': '文本为空'}
302,4892942676528169,5225056858,腐山楂,https://weibo.com/5225056858,2023年04月21日 12:38,iPhone客户端,#福州大学#sima校园网，五十多块钱连两台设备就算了，全宿舍楼网络没了是什么意思，你没有那本事搞宿舍校园网你59块钱拿来给你吗存点⚰️本不好吗。突然断掉没用是什么意思，真的捞颤sima玩意。​,,0,0,9,"{'惊讶': 0.9183698892593384, '愤怒': 0.5248597264289856, '中性': 0.3284538984298706, '悲伤': 0.1519518345594406, '厌恶': 0.1032879650592804, '恐惧': 0.08292920887470245, '喜悦': 0.0018199209589511156}",{'error': '文本为空'}
